Name,Price,Rating,Specifications,Link,Brand,Model,Title,Warranty,Box Contents,Type,Design,Open or closed back,Fit,Impedance,Max frequency response,Min frequency response,Eartip size,Weight,Colours,Dimensions,Noise cancellation,Replaceable earbuds,Call control,Music control,Connectivity,Bluetooth version,Range,Bluetooth features,Microphone,Playback time,Charging type,Charging time,Compatible Models,Sensitivity,Foldable Design,Battery type,Battery capacity,Standby time,Colour(s),Driver Size,Connector,Driver type,Bluetooth audio codec,Bluetooth profile,Magnet Material,Noise isolation,Series,LED headphones,Max power input,Tangle free,Noise reduction,Cord Material,Plug type,Cable length,Cord type,Driver Material,Headphone housing type,Mic frequency,Other control,Mic type,Echo reduction,Detachable cable,Multidriver,Carrying Case Type
Boult Audio K40 Bluetooth Headset,₹898,4.2,"In ear Wireless Earbuds, Bluetooth v5.3, 48 hrs Playback Time, 13mm Driver, Noise Cancellation, 100 minute Charging Time",https://www.mysmartprice.com/audio/boult-audio-k40-bluetooth-headset-msf616317,Boult Audio,K40,Boult Audio K40,1 Year,"Earbud, Charging Case, USB Cable Type C, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",36 gm,,Overall :45 x 24 x 62 mm,Yes,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,48 Hours,USB Type-C,100 Minute,,,,Li-ion,,,"Berry Red, Denim Blue, Electric Black, Ivory White, Khaki Green",13 mm,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
Truke Buds A1 Bluetooth Headset,₹699,3.3,"In ear Wireless Earbuds, Bluetooth v5.3, 48 hrs Playback Time, Noise Cancellation",https://www.mysmartprice.com/audio/truke-buds-a1-bluetooth-headset-msf601306,Truke,Buds A1,Truke Buds A1,1 Year,Wireless Charging Case Type-C USB Cable 2 Pairs (S & L) extra Eartips Warranty Card User Manual,Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",50 gm,Black,Overall :26 x 50 x 64 mm,Yes,Yes,Answer / End,Volume Control,Bluetooth,5.3,10 meter,Auto Pairing,Yes,48 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,Li-ion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabra Elite 2 Bluetooth Headset,"₹3,538",3.6,"In ear Wireless Earbuds, Bluetooth v5.2, 7 hrs Playback Time, 6mm Driver, Noise Cancellation, 240 hrs standby time",https://www.mysmartprice.com/audio/jabra-elite-2-bluetooth-headset-msf602045,Jabra,Elite 2,Jabra Elite 2,2 Year,"Earbuds, USB Cable Type C, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",25 gm,", Dark Grey, Navy",Overall :27 x 20 x 20 mm,Yes,Yes,Answer / End,Volume Control,Bluetooth,5.2,10 meter,Auto Pairing,Yes,7 Hours,USB Type-C,1 Hours,"Mobile Phone, PC, Tablet",,,Li-ion,,240 Hours,,,,,,A2DP  AVRCP  HFP  HSP,,,,,,,,,,,,,,,,,,,,
Skullcandy Chops Flex Sport Headset,"₹1,299",3.6,"In ear Wireless Earbuds, Dynamic Driver, Tangle Free",https://www.mysmartprice.com/audio/skullcandy-chops-flex-sport-headset-msf604020,Skullcandy,Chops Flex Sport,Skullcandy Chops Flex Sport,1 Year,"Headphones, User Manual & Warranty Card",Wired,In ear,Closed Back,Earhook,,,,,40 gm,,,,,Answer/End,"Volume Increase/Decrease, Track Play/Pause",,,,,Yes,,,,"Media player, Mobile Phone, Tablet",,No,,,,"Black, Blue, Green, Grey, Pink",,3.5 mm stereo,Dynamic Driver,,,Neodymium,,,,,Yes,,,,,,,,,ON/OFF,,,,,
Marshall Minor III Bluetooth Headset,"₹7,998",3.1,"In ear Wireless Earbuds, Bluetooth v5.2, 25 hrs Playback Time, 12mm, Dynamic Driver, Call control, 3.5 hrs Charging Time",https://www.mysmartprice.com/audio/marshall-minor-iii-bluetooth-headset-msf601775,Marshall,Minor III,Marshall Minor III,1 Year,"Minor III true wireless headphones, Charging case, USB-C charging cable, User manual, and legal and safety information",Wireless,In ear canalphone,Closed Back,In the Ear,32 Ohms,20000 Hz,20 Hz,Medium,44 gm,Black,Overall :560 x 250 x 460 mm,,,Answer / End,Volume Control,Bluetooth,5.2,10 meter,Auto Pairing,Yes,25 Hours,USB Type-C,3.5 Hours,"Mobile Phone, PC, Tablet",93 dB/mw,Yes,Li-ion,,,,,,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Motorola Verve Buds 500 Bluetooth Earbuds,"₹11,539",3.4,"In ear Wireless Earbuds, Bluetooth v5.0, 3 hrs Playback Time, Dynamic Driver, Replaceable Earbuds, 2 hrs Charging Time",https://www.mysmartprice.com/audio/motorola-verve-buds-500-bluetooth-earbuds-msf603749,Motorola,Verve Buds 500,Motorola Verve Buds 500,,"Headphones, USB Cable, User Manual, Warranty Card",Wireless,In ear,Closed Back,In the Ear,,20000 Hz,20 Hz,,150 gm,,,,Yes,Answer/End,Play/Pause,,5.0,10 meter,"Auto Pairing, Media Remote",Yes,3 Hours,USB,2 Hours,"Media player, Mobile Phone, Tablet",,,Li-ion,250 mAh,,White,,Bluetooth  MicroUSB,Dynamic Driver,A2DP  AVRCP  HFP  HSP,,Neodymium,,,,,,,,,,,,,,,,,,,
Nokia Wired Buds WB 101 Headset,₹249,3.8,"In ear Wireless Earbuds, 9.4mm Driver, Tangle Free",https://www.mysmartprice.com/audio/nokia-wired-buds-wb-101-headset-msf602071,Nokia,Wired Buds WB 101,Nokia Wired Buds WB 101,,"Earbuds With Wired, User Manual",Wired,In ear canalphone,Closed Back,In the Ear,,,,Small,247 gm,,Overall :17.1 x 81.5 x 10.8 mm,,Yes,Answer/End,Volume Control,,,,,Yes,,,,"Media player, Mobile Phone, PC, Tablet",,Yes,,,,"Black, Blue, Red, White",,3.5 mm jack,,,,,,,,,Yes,,,,1.2 Meter,,,,,,,,,,
LG TONE Free T90 Bluetooth Headset,"₹32,012",4.2,"In ear Wireless Earbuds, Noise Cancellation",https://www.mysmartprice.com/audio/lg-tone-free-t90-bluetooth-headset-msf614422,LG,TONE Free T90,LG TONE Free T90,,"Charging Case, Ear Cushions",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,,Overall :49.6 x 39 x 25.2 mm,Yes,Yes,Answer / End,Volume Control,,,10 meter,Auto Pairing,Yes,,,,"Mobile Phone, PC, Tablet",,,,,,"Black, White",,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
Nothing Ear (a) Bluetooth Headset,"₹6,999",4.3,"In ear Wireless Earbuds, Bluetooth v5.3, 24.5 hrs Playback Time, 11mm, Dynamic Driver",https://www.mysmartprice.com/audio/nothing-ear-a-bluetooth-headset-msf616956,Nothing,Ear (a),Nothing Ear (a),,"Earbud, Charging Case, USB Cable Type C, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",44 gm,,Eartips :30.9 x 21.7 x 24.3 mm  Carrying case :47.6 x 63.3 x 22.7 mm,", Active Noise Cancellation",,,,,5.3,,Auto Pairing,Yes,24.5 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,Li-ion,500 mAh,,"Black, White, Yellow",11 mm,Bluetooth,Dynamic Driver,A2DP  AVRCP  HFP,,,,,,,,,,,,,,,,,,,,,
beatXP Tune XPods Bluetooth Headset,₹899,3.7,"In ear Wireless Earbuds, Bluetooth v5.3, 50 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/beatxp-tune-xpods-bluetooth-headset-msf613585,beatXP,Tune XPods,beatXP Tune XPods,1 Year,"Cable, Ear Cushions, User Manual",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",47 gm,,Overall :49 x 24 x 63 mm,Yes,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,50 Hours,,,"Mobile Phone, PC, Tablet",,,Li-ion,,,"Black, White, Space Blue",10 mm,Bluetooth,Dynamic Driver,,,,Yes,,,,,,,,,,,,,,,,,,
Hoppup AirDoze Z5 Bluetooth Headset,₹799,3.9,"In ear Wireless Earbuds, Bluetooth v5.3, 50 hrs Playback Time, 13mm Driver",https://www.mysmartprice.com/audio/hoppup-airdoze-z5-bluetooth-headset-msf616865,Hoppup,AirDoze Z50,Hoppup AirDoze Z5,1 Year,1 pair ear Buds with charging case,Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,,,,,,,,5.3,,Auto Pairing,Yes,50 Hours,USB,,"Mobile Phone, PC, Tablet",,,,,,"Black, Blue, Green",13 mm,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
Portronics Harmonics Twins S6 Bluetooth Headset,₹849,3.7,"In ear Wireless Earbuds, Bluetooth v5.3, 50 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/portronics-harmonics-twins-s6-bluetooth-headset-msf612109,Portronics,Harmonics Twins S6,Portronics Harmonics Twins S6,1 Year,"Charging Cable 1N, Smart TWS Earbuds 2N, Documentation 1N",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",100 gm,,Overall :32 x 80 x 95 mm,Yes,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,50 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,,650 mAh,,"Black, White",10 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Infinity Swing 320 Bluetooth Headset,"₹1,299",3.4,"In ear Wireless Earbuds, Bluetooth v5.0, 19 hrs Playback Time, Replaceable Earbuds",https://www.mysmartprice.com/audio/infinity-swing-320-bluetooth-headset-msf601518,Infinity,Swing 320,Infinity Swing 320,,"1x Charging Case, 1x Earbuds, 1x Type-C Charging Cable, 3x Ear Tips, 1x User Manual/Warning/Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",70 gm,Black,Overall :160 x 40 x 100 mm,,Yes,Answer / End,Volume Control,Bluetooth,5.0,10 meter,Auto Pairing,No,19 Hours,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips TAT1215BK Bluetooth Headset,"₹1,280",3.2,"In ear Wireless Earbuds, Bluetooth v5.0, 6 hrs Playback Time, 6mm Driver, Noise Cancellation, 50 hrs standby time",https://www.mysmartprice.com/audio/philips-tat1215bk-bluetooth-headset-msf602785,Philips,TAT1215BK,Philips TAT1215BK,1 Year,"Earbuds, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,16 Ohms,20000 Hz,20 Hz,,43 gm,Black,,Yes,,,,Bluetooth,5.0,10 meter,Auto Pairing,Yes,6 Hours,,2 Hours,"Media player, Mobile Phone, Tablet",,,Li-ion,,50 Hours,,,,,,A2DP  AVRCP  HFP  HSP,,,,,,,,,,,,,,,,,,,,
vivo TWS 2e Bluetooth Headset,"₹4,999",3.8,"In ear Wireless Earbuds, Bluetooth v5.2, 27 hrs Playback Time, 12.2mm, Dynamic Driver, Noise Cancellation, 1 hrs Charging Time",https://www.mysmartprice.com/audio/vivo-tws-2e-bluetooth-headset-msf602654,vivo,TWS 2e,vivo TWS 2e,1 Year,"Earbuds, USB Type C Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",41 gm,,Eartips :23.8 x 22.2 x 30.2 mm  Carrying case :60.0 x 24.3 x 45.4 mm,Yes,Yes,Answer/End,Play/Pause,,5.2,10 meter,Auto Pairing,Yes,27 Hours,USB Type-C,1 Hours,"Media player, Mobile Phone, Tablet",40 dB/mw,Yes,,505 mAh,,"Starry Blue, Moonlight White",12.2 mm,Bluetooth,Dynamic Driver,aptX,,,,,,,,Yes,,,,,,,,,,,,,
JBL Quantum Air Bluetooth Headset,"₹9,999",4.2,"In ear Wireless Earbuds, Bluetooth v5.2, 8 hrs Playback Time, 6.8mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/jbl-quantum-air-bluetooth-headset-msf612718,JBL,Quantum Air,JBL Quantum Air,1 Year,"1 U Earbud, Charging Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,16 Ohms,20000 Hz,20 Hz,"Large, Medium, Small",44 gm,,Overall :160 x 100 x 45 mm,", Active Noise Cancellation",Yes,Answer / End,Volume Control,,5.2,10 meter,Auto Pairing,Yes,8 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",102 dB/mw,,Li-ion,330 mAh,,Black,6.8 mm,Bluetooth,Dynamic Driver,A2DP  AVRCP  HFP,,,,,,,,,,,,,,,,,,,,,
Boat Airdopes Genesis Bluetooth Earbuds,"₹1,164",3.3,"In ear Wireless Earbuds, Bluetooth v5.3, 9 hrs Playback Time, 13mm Driver, Call control, 45 hrs standby time",https://www.mysmartprice.com/audio/boat-airdopes-genesis-bluetooth-earbuds-msf611806,Boat,Airdopes Genesis,Boat Airdopes Genesis,1 Year,"1 Pair of Earbuds, Charging Case, User Manual, Warranty Card, Additional Eartips, Charging Cable",Wireless,In ear,Closed Back,In the Ear,,20000 Hz,20 Hz,Medium,,"Active Black, White Purity, Oceana",,,,Answer /End,Volume Control,Bluetooth,5.3,10 meter,Auto Pairing,Yes,9 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,Li-ion,400 mAh,45 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,
LG Tone Free HBS-FN4 Bluetooth Headset,"₹9,524",3.7,"In ear Wireless Earbuds, Bluetooth v5.0, 18 hrs Playback Time, Noise Cancellation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/lg-tone-free-hbs-fn4-bluetooth-headset-msf602730,LG,Tone Free HBS-FN4,LG Tone Free HBS-FN4,1 Year,"Earbuds, USB Type C Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,,,Yes,,Answer/End,Play/Pause,,5.0,10 meter,Auto Pairing,Yes,18 Hours,USB Type-C,2 Hours,"Media player, Mobile Phone, Tablet",,,,,,"Black, Yellow",,Bluetooth,,A2DP  AVRCP  HFP  HSP,,,Yes,,,,,Yes,,,,,,,,"Ambient Sound Mode,",,,,,
Maxell EB-95 Headset,"₹1,795",3.6,"In ear Wireless Earbuds, 32mm, Dynamic Driver",https://www.mysmartprice.com/audio/maxell-eb-95-headset-msf604301,Maxell,EB-95,Maxell EB-95,6 Months,"Headphone, User Manual, Warranty Card",Wired,In ear,Open Back,In the Ear,32 Ohms,23000 Hz,20 Hz,,23 gm,Black,,,,,,3.5 mm jack,,,,No,,,,"Media player, Mobile Phone, Tablet",95 dB/mw,,,,,,,,Dynamic Driver,,,Ferrite,,,,5 mW,,,,Nickel,1.2 Meter,,,,,,,,,,
PTron PlayBuds 1 Pro Bluetooth Headset,₹899,3.4,"In ear Wireless Earbuds, Bluetooth v5.3, 50 hrs Playback Time, 13mm Driver, Noise Isolation",https://www.mysmartprice.com/audio/ptron-playbuds-1-pro-bluetooth-headset-msf613249,PTron,PlayBuds 1 Pro,PTron PlayBuds 1 Pro,1 Year,"1 Pair Earbud, 1 Charging Case, 1 Charging Cable, 1 User Guide Card, 2 Pairs Extra Eartips",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",52 gm,,Overall :25 x 55 x 60 mm,,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,50 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,Li-ion,400 mAh,,Black,13 mm,Bluetooth,,,,,Yes,,,,,,,,,,,,,,,,,,
PTron Basspods Buds Plus Bluetooth Headset,₹599,3.7,"In ear Wireless Earbuds, Bluetooth v5.1, 40 hrs Playback Time, 13mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/ptron-basspods-buds-plus-bluetooth-headset-msf613063,PTron,Basspods Buds Plus,PTron Basspods Buds Plus,1 Year,"1 Pair of Earbuds with Charging Case, 2 Pair of Eartips, Charging Cable, User Manual",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",50 gm,,Overall :26 x 47 x 58 mm,Yes,Yes,Answer / End,Volume Control,,5.1,10 meter,Auto Pairing,Yes,40 Hours,,,"Mobile Phone, PC, Tablet",,,Li-ion,400 mAh,,"Black, White",13 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
GOVO GOBUDS 400 Bluetooth Headset,"₹1,499",3.6,"In ear Wireless Earbuds, Bluetooth v5.0, 20 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/govo-gobuds-400-bluetooth-headset-msf601914,GOVO,GOBUDS 400,GOVO GOBUDS 400,1 Year,"Earbuds, Charging Case, USB Cable Type C, Eartips, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",52 gm,", Platinum Black",Overall :30 x 45 x 60 mm,Yes,Yes,Answer / End,Volume Control,Bluetooth,5.0,10 meter,Auto Pairing,Yes,20 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,Yes,Li-ion,300 mAh,,,,,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
GOVO GoBuds 445 Bluetooth Headset,"₹1,399",4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 72 hrs Playback Time, 12mm Driver, Replaceable Earbuds, 200 hrs standby time",https://www.mysmartprice.com/audio/govo-gobuds-445-bluetooth-headset-msf613271,GOVO,GoBuds 445,GOVO GoBuds 445,1 Year,"Earbuds, Charging Case, USB Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,16 Ohms,20000 Hz,20 Hz,"Large, Medium, Small",50 gm,,Overall :26 x 47 x 61 mm,,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,72 Hours,USB,,"Mobile Phone, PC, Tablet",110 dB/mw,,Li-ion,600 mAh,200 Hours,Black,12 mm,Bluetooth,,A2DP  AVRCP  HFP  HSP,,,,,,,,,,,,,,,,,,,,,
Portronics Harmonics Twins S4 Bluetooth Headset,₹699,3.7,"In ear Wireless Earbuds, Bluetooth v5.3, 16  Playback Time, 13mm Driver, Replaceable Earbuds, 2 hrs Charging Time",https://www.mysmartprice.com/audio/portronics-harmonics-twins-s4-bluetooth-headset-msf613138,Portronics,Harmonics Twins S4,Portronics Harmonics Twins S4,1 Year,"Smart TWS Earbuds 2N, Charging Cable 1N, Documentation 1N",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",36 gm,,Overall :12.6 x 31.9 x 37.4 mm,,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,16,USB,2 Hours,"Mobile Phone, PC, Tablet",,,,200 mAh,,"Black, White",13 mm,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
Syska Sonic Buds IEB800 Bluetooth Headset,₹999,3.5,"In ear Wireless Earbuds, Replaceable Earbuds",https://www.mysmartprice.com/audio/syska-sonic-buds-ieb800-bluetooth-headset-msf601521,Syska,Sonic Buds IEB800,Syska Sonic Buds IEB800,1 Year,"1N Earbuds,1N Charging Hub,1N Type-C Cable,1N User Manual cum Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",290 gm,", Jet Black, Pristine White",Overall :25 x 45 x 60 mm,,Yes,Answer / End,Volume Control,Bluetooth,,10 meter,Auto Pairing,Yes,,,,"Camcoder, Digital Camera, Media player",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabra Elite 8 Active Bluetooth Headset,"₹8,999",4.2,"In ear Wireless Earbuds, Bluetooth v5.3, 56 hrs Playback Time, 6mm Driver, Noise Cancellation, 315 Day standby time",https://www.mysmartprice.com/audio/jabra-elite-8-active-bluetooth-headset-msf613266,Jabra,Elite 8 Active,Jabra Elite 8 Active,2 Years,"Earbuds, 3 sets of EarGels, charging case, USB-C to USB-A cable, warranty and warning leaflet",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",46 gm,,Carrying case :46.9 x 24.4 x 65.4 mm  Overall :19.7 x 19.7 x 29 mm,Yes,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,56 Hours,"USB Type-C, Wireless Charging",3 Hours,"Mobile Phone, PC, Tablet",,,Li-ion,,315 Day,"Black, Grey, Caramel, Navy Blue",6 mm,Bluetooth,,A2DP  AVRCP  HFP,,,,,,,,,,,,,,,,,,,,,
Motorola Moto Buds Bluetooth Headset,"₹4,999",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 42 hrs Playback Time, 12.4mm, Dynamic Driver, Noise Cancellation, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/motorola-moto-buds-bluetooth-headset-msf617417,Motorola,Moto Buds,Motorola Moto Buds,1 Year,"Earbuds, Charging Case, USB Cable Type C, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",36 gm,,Overall :59.99 x 48.98 x 24.26 mm,Yes,,,,,5.3,10 meter,Auto Pairing,Yes,42 Hours,USB Type-C,1.5 Hours,"Mobile Phone, PC, Tablet",,,,460 mAh,,"Starlight Blue, Glacier Blue, Coral Peach",12.4 mm,Bluetooth,Dynamic Driver,A2DP  HFP  HSP,,,,,,,,,,,,,,,,,,,,,
Nope Sonic X1 Bluetooth Headset,₹749,3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 50 hrs Playback Time, 13mm Driver, Call control, 2 hrs Charging Time",https://www.mysmartprice.com/audio/nope-sonic-x1-bluetooth-headset-msf617310,Nope,Sonic X1,Nope Sonic X1,1 Year,"Earbuds, Charging Case, USB Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",100 gm,,Overall :30 x 30 x 300 mm,,,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,50 Hours,USB,2 Hours,"Mobile Phone, PC, Tablet",,,Li-Polymer,300 mAh,,"Snow White, Jade Black",13 mm,Bluetooth,,A2DP,,,,,,,,,,,,,,,,,,,,,
Portronics Harmonics Twins S5 Bluetooth Headset,₹749,3.6,"In ear Wireless Earbuds, Bluetooth v5.2, 15 hrs Playback Time, Replaceable Earbuds",https://www.mysmartprice.com/audio/portronics-harmonics-twins-s5-bluetooth-headset-msf611603,Portronics,Harmonics Twins S5,Portronics Harmonics Twins S5,1 Year,"TWS Earbuds 2N, Charging Cable 1N, Documentation 1N",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",120 gm,"Black, White",Overall :35 x 80 x 95 mm,,Yes,Answer / End,Volume Control,Bluetooth,5.2,10 meter,Auto Pairing,Yes,15 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips SHQ1205TBK Headset,₹699,3.8,"In ear Wireless Earbuds, 10mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/philips-shq1205tbk-headset-msf604105,Philips,SHQ1205TBK,Philips SHQ1205TBK,6 Months,"Headphone, User Manual, Warranty Card",Wired,In ear,Closed Back,In the Ear,32 Ohms,22000 Hz,15 Hz,,14 gm,,,Yes,,Call Attend/Reject,"Track Play/Pause, Next/Previous",,,,,Yes,,,,"Media player, Mobile Phone, Tablet",107 dB/mw,No,,,,"Black, Pink, Yellow",10 mm,3.5 mm jack,Dynamic Driver,,,Neodymium,,,,10 mW,,Yes,,Nickel,1.2 Meter,,,,,,Directional,,,,
Boat Airdopes 458 Bluetooth Headset,₹984,3.3,"In ear Wireless Earbuds, Bluetooth v5.1, 23 hrs Playback Time, 11mm Driver, Replaceable Earbuds, 2 hrs Charging Time",https://www.mysmartprice.com/audio/boat-airdopes-458-bluetooth-headset-msf611883,Boat,Airdopes 458,Boat Airdopes 458,1 Year,"1 Pair Earbuds, Additional Eartips, Charging Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",,"Active Black, Sporty Blue, Olive Green, Raging Red",Overall :39.5 x 80 x 42 mm,,Yes,Answe r / End,Volume Control,Bluetooth,5.1,10 meter,Auto Pairing,Yes,23 Hours,USB Type-C,2 Hours,"Mobile Phone, PC, Tablet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing Ear Bluetooth Headset,"₹10,999",4.4,"In ear Wireless Earbuds, Bluetooth v5.3, 24 hrs Playback Time, 11mm, Dynamic Driver",https://www.mysmartprice.com/audio/nothing-ear-bluetooth-headset-msf616955,Nothing,Ear,Nothing Ear,,"Earbud, Charging Case, USB Cable Type C, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",57 gm,,Eartips :29.4 x 21.7 x 24.1 mm  Carrying case :55.5 x 55.5 x 22 mm,", Active Noise Cancellation",,,,,5.3,,Auto Pairing,Yes,24 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,Li-ion,500 mAh,,"Black, White",11 mm,Bluetooth,Dynamic Driver,A2DP  AVRCP  HFP,,,,,,,,,,,,,,,,,,,,,
Blaupunkt BTW15 Bluetooth Headset,"₹1,000",3.2,"In ear Wireless Earbuds, 14 hrs Playback Time, 10mm, Dynamic Driver, LED headphones",https://www.mysmartprice.com/audio/blaupunkt-btw15-bluetooth-headset-msf601622,Blaupunkt,BTW15,Blaupunkt BTW15,,"Earbuds,, charging case",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",90 gm,"Black, Blue, Green, White",Overall :42 x 102 x 102 mm,,Yes,Answer / End,Volume Control,Bluetooth,,10 meter,Auto Pairing,Yes,14 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,Yes,Li-Polymer,,,,,,Dynamic Driver,,,,,,Yes,,,,,,,,,,,,,,,,
Mivi DuoPods A250 Bluetooth Earbuds,₹899,3.5,"In ear Wireless Earbuds, Bluetooth v5.3, 50 hrs Playback Time, Call control, 2 hrs Charging Time",https://www.mysmartprice.com/audio/mivi-duopods-a250-bluetooth-earbuds-msf613263,Mivi,DuoPods A250,Mivi DuoPods A250,1 Year,"Ear Cushions, User Manual",Wireless,In ear,Closed Back,In the Ear,,20000 Hz,20 Hz,Medium,45 gm,,Overall :60 x 55 x 20 mm,,,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,50 Hours,USB Type-C,2 Hours,"Mobile Phone, PC, Tablet",,,Li-ion,500 mAh,,"Black, Blue, White, Mint Green, Space Grey",,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
PTron Bassbuds Razer Bluetooth Headset,₹599,3.7,"In ear Wireless Earbuds, Bluetooth v5.3, 45 hrs Playback Time, 13mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/ptron-bassbuds-razer-bluetooth-headset-msf615671,PTron,Bassbuds Razer,PTron Bassbuds Razer,1 Year,"Earbud, Charging Case, USB Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",43 gm,,Overall :31 x 56 x 64 mm,Yes,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,45 Hours,USB,,"Mobile Phone, PC, Tablet",,,Li-ion,,,"Navy Blue, Jet Black",13 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
